               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,             0.08981,            0.047222,             0.03639,            0.058189,             0.16026,            0.030149,           0.0077273,            0.086532,            0.040885,            0.035416,           0.0010584,           0.0010584,            0.090358
                  36,            0.090476,            0.039719,            0.035549,            0.064816,             0.21368,             0.03908,            0.010083,            0.085933,            0.040975,            0.035291,           0.0010874,           0.0010874,            0.090087
                  37,            0.089358,            0.050903,            0.035929,            0.060312,              0.1859,            0.038485,           0.0096562,            0.085351,             0.04106,            0.035151,           0.0011163,           0.0011163,            0.089816
                  38,            0.091044,            0.069001,            0.035242,            0.062811,              0.1859,            0.041821,           0.0096317,            0.084855,            0.041159,            0.035004,           0.0011452,           0.0011452,            0.089545
                  39,             0.08375,            0.044699,            0.034908,            0.077278,              0.1859,            0.046803,              0.0112,            0.084355,            0.041194,            0.034876,            0.001174,            0.001174,            0.089274
                  40,            0.089761,            0.050714,             0.03547,            0.090759,             0.21154,            0.050798,            0.012241,            0.083644,            0.041316,            0.034657,           0.0012028,           0.0012028,            0.089003
                  41,            0.088223,             0.05333,            0.036007,            0.078041,             0.21154,            0.046506,            0.012184,            0.083155,            0.041341,            0.034419,           0.0012314,           0.0012314,            0.088731
                  42,            0.082908,            0.046785,            0.035219,            0.067633,             0.21154,            0.043562,            0.011467,            0.083027,            0.041178,            0.034232,           0.0012601,           0.0012601,             0.08846
                  43,            0.086099,            0.053281,              0.0344,            0.062482,             0.23718,            0.043454,            0.011266,            0.082645,            0.041216,            0.034119,           0.0012886,           0.0012886,            0.088189
                  44,            0.083413,            0.050023,            0.035224,            0.046397,             0.36966,              0.0416,            0.012123,            0.082328,            0.041144,            0.033927,           0.0013171,           0.0013171,            0.087917
                  45,            0.090483,            0.038415,            0.035033,            0.049359,             0.21154,            0.048792,            0.014187,            0.082012,            0.041092,            0.033776,           0.0013455,           0.0013455,            0.087646
                  46,            0.084496,            0.051394,            0.034866,            0.046748,             0.34402,            0.064521,              0.0174,            0.081521,            0.041084,            0.033565,           0.0013739,           0.0013739,            0.087374
                  47,            0.080703,            0.047876,            0.033635,            0.057628,             0.36966,            0.067167,            0.018911,              0.0812,            0.040987,            0.033318,           0.0014021,           0.0014021,            0.087102
                  48,             0.08623,            0.048302,            0.035272,            0.066923,             0.26496,            0.078147,            0.019837,            0.080816,            0.040955,            0.033216,           0.0014303,           0.0014303,             0.08683
                  49,            0.082952,            0.046845,            0.035315,             0.10855,             0.13809,            0.093871,             0.02464,            0.080142,            0.041117,            0.033111,           0.0014585,           0.0014585,            0.086558
                  50,            0.088072,            0.052989,            0.034668,             0.12476,             0.15598,            0.094466,            0.023823,            0.079518,            0.041208,            0.033009,           0.0014865,           0.0014865,            0.086287
                  51,            0.079386,             0.04747,            0.033689,            0.065044,             0.36966,            0.087586,            0.022355,            0.078895,            0.041379,            0.032909,           0.0015145,           0.0015145,            0.086014
                  52,            0.087012,            0.054419,            0.033873,            0.065254,              0.3953,            0.087274,            0.023761,            0.078393,            0.041449,            0.032766,           0.0015424,           0.0015424,            0.085742
                  53,            0.083497,            0.047334,            0.034521,            0.071667,             0.31624,            0.097467,            0.027856,            0.078021,            0.041426,            0.032691,           0.0015702,           0.0015702,             0.08547
                  54,            0.080427,            0.048357,            0.033792,             0.07305,             0.42308,            0.090852,            0.025374,            0.077379,            0.041592,             0.03258,           0.0015979,           0.0015979,            0.085198
                  55,            0.092054,            0.055093,            0.034464,            0.082435,             0.31624,            0.093016,            0.028863,            0.077027,            0.041629,            0.032474,           0.0016256,           0.0016256,            0.084926
                  56,            0.085803,             0.04792,             0.03503,             0.07853,             0.42308,             0.08815,             0.02771,             0.07655,            0.041725,            0.032378,           0.0016531,           0.0016531,            0.084653
                  57,            0.084552,            0.048539,            0.032659,            0.064702,             0.39744,            0.096821,            0.032532,            0.075692,            0.041801,            0.032158,           0.0016806,           0.0016806,            0.084381
                  58,            0.085803,            0.042497,            0.034046,            0.064702,             0.39744,            0.096821,            0.032532,            0.075692,            0.041774,            0.032158,            0.001708,            0.001708,            0.084108
                  59,            0.082343,            0.054834,            0.033702,             0.17465,             0.13034,            0.092937,             0.03793,            0.075484,            0.041743,            0.032037,           0.0017353,           0.0017353,            0.083835
                  60,            0.078668,            0.047514,            0.033177,            0.093309,             0.37179,             0.10718,            0.038077,            0.075389,             0.04145,            0.031683,           0.0017625,           0.0017625,            0.083562
                  61,            0.085462,            0.051498,             0.03372,            0.091318,             0.39716,             0.14023,            0.052441,            0.074108,            0.041523,            0.031468,           0.0017896,           0.0017896,             0.08329
                  62,            0.078911,            0.049117,            0.031938,            0.091318,             0.39716,             0.14023,            0.052441,            0.074108,            0.041523,            0.031468,           0.0018166,           0.0018166,            0.083017
                  63,            0.079921,            0.055714,            0.032966,            0.080023,             0.36966,             0.12014,            0.046228,            0.073552,            0.041489,            0.031279,           0.0018435,           0.0018435,            0.082744
                  64,            0.083326,            0.039642,            0.034473,             0.08047,             0.47558,             0.12523,            0.052622,            0.073099,            0.041331,            0.031123,           0.0018704,           0.0018704,             0.08247
                  65,            0.083536,            0.054502,            0.032513,            0.089711,             0.40724,             0.13147,             0.05631,            0.072109,            0.041302,            0.030874,           0.0018971,           0.0018971,            0.082197
                  66,            0.078178,            0.049656,            0.032704,            0.089711,             0.40724,             0.13147,             0.05631,            0.072109,            0.041266,            0.030874,           0.0019237,           0.0019237,            0.081924
                  67,            0.079889,            0.048555,            0.032326,             0.48021,             0.18376,             0.15451,            0.054957,            0.071664,            0.041211,            0.030711,           0.0019502,           0.0019502,             0.08165
                  68,            0.079147,            0.054777,            0.032333,            0.089414,             0.52778,             0.14364,             0.04422,            0.070881,            0.041147,              0.0305,           0.0019767,           0.0019767,            0.081377
                  69,               0.077,            0.057623,            0.031041,             0.51036,             0.18376,             0.16335,            0.043292,            0.070366,            0.040821,            0.030266,            0.002003,            0.002003,            0.081103
                  70,            0.074456,            0.049569,             0.03041,             0.51036,             0.18376,             0.16335,            0.043292,            0.070366,            0.040821,            0.030266,           0.0020292,           0.0020292,            0.080829
                  71,            0.071216,            0.051348,            0.029123,             0.61831,             0.18376,             0.14103,            0.036187,            0.070691,             0.04036,            0.030104,           0.0020553,           0.0020553,            0.080555
                  72,            0.073801,            0.044092,             0.03025,             0.47465,             0.28846,             0.18434,            0.055943,             0.07092,            0.039809,            0.029809,           0.0020813,           0.0020813,            0.080281
                  73,            0.072816,            0.047586,            0.031842,              0.4586,             0.28846,             0.17965,            0.047285,            0.071017,            0.039341,            0.029449,           0.0021072,           0.0021072,            0.080007
                  74,            0.076792,            0.053153,            0.031347,              0.4586,             0.28846,             0.17965,            0.047285,            0.071017,            0.039306,            0.029449,            0.002133,            0.002133,            0.079733
                  75,            0.080951,            0.041201,            0.031251,             0.47834,             0.25777,             0.15162,            0.038874,            0.072579,            0.038472,            0.029228,           0.0021587,           0.0021587,            0.079459
                  76,            0.076003,            0.053121,            0.030539,             0.48578,             0.28169,             0.18328,            0.051689,            0.071727,            0.038314,            0.028946,           0.0021842,           0.0021842,            0.079184
                  77,            0.079333,            0.060699,            0.031188,             0.11981,             0.52564,             0.16141,            0.038319,            0.069892,            0.038583,            0.028679,           0.0022097,           0.0022097,             0.07891
                  78,            0.074289,            0.062568,            0.029577,             0.11981,             0.52564,             0.16141,            0.038319,            0.069892,            0.038583,            0.028679,            0.002235,            0.002235,            0.078635
                  79,             0.07002,            0.046364,            0.029879,             0.15212,             0.47222,             0.21259,            0.061148,            0.069252,            0.038228,            0.028415,           0.0022602,           0.0022602,             0.07836
                  80,            0.070426,            0.044507,            0.029222,             0.15212,             0.47222,             0.21259,            0.061148,            0.069252,            0.038228,            0.028415,           0.0022853,           0.0022853,            0.078085
                  81,            0.074266,            0.059239,            0.030575,             0.76397,             0.20829,              0.2381,            0.072196,            0.068535,            0.038106,            0.028225,           0.0023103,           0.0023103,             0.07781
                  82,            0.074833,            0.051194,            0.030797,             0.87499,               0.158,             0.23249,            0.065213,             0.06683,            0.038414,            0.027936,           0.0023351,           0.0023351,            0.077535
                  83,            0.070207,            0.050174,              0.0309,             0.87499,               0.158,             0.23249,            0.065213,             0.06683,             0.03839,            0.027936,           0.0023599,           0.0023599,             0.07726
                  84,            0.069935,            0.053174,            0.027914,              0.1815,             0.58333,             0.26186,            0.079202,            0.066699,             0.03806,            0.027674,           0.0023845,           0.0023845,            0.076984
                  85,            0.065626,            0.045273,            0.028627,              0.1815,             0.58333,             0.26186,            0.079202,            0.066699,            0.038034,            0.027674,           0.0024089,           0.0024089,            0.076709
                  86,            0.071064,            0.056424,            0.028981,              0.1791,             0.49752,             0.26105,             0.09142,            0.065643,            0.038022,            0.027426,           0.0024333,           0.0024333,            0.076433
                  87,            0.067553,            0.041161,            0.029581,             0.19204,             0.58333,             0.30732,             0.10375,            0.065489,            0.037678,            0.027122,           0.0024575,           0.0024575,            0.076158
                  88,            0.072974,            0.059295,            0.028028,             0.19204,             0.58333,             0.30732,             0.10375,            0.065489,            0.037702,            0.027122,           0.0024816,           0.0024816,            0.075882
                  89,            0.071634,            0.045955,            0.030263,             0.20399,             0.52126,             0.30763,            0.099497,            0.065242,            0.037359,            0.026868,           0.0025056,           0.0025056,            0.075606
                  90,            0.072231,             0.03436,             0.03015,             0.20399,             0.52126,             0.30763,            0.099497,            0.065242,            0.037334,            0.026868,           0.0025295,           0.0025295,            0.075329
